,0
Mean of pearsonr,0.959837390561228
S.e.m. of pearsonr,0.009037795813018373
Standard deviation of pearsonr,0.0880895371198656
t-statistic of t-test against 0,106.20259744955102
p-value of t-test against 0,1.5838978585264533e-100
dof,95.0
