Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Vision,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63da42ca341fdbe69b0c363a,5e4a9e0ade1012000aa3de0e,APPROVED,2023-02-01T10:45:30.442000Z,2023-02-01T12:08:43.202000Z,2023-02-01T14:09:27.229000,2023-02-01T12:08:43.962073Z,4993,CJ8EQCN9,339,English,Yes,37,Male,Black,Nigeria,United Kingdom,United Kingdom,Afrikaans,DATA_EXPIRED,DATA_EXPIRED
63da42d215bbb006c7025507,5f5503435d41a489068ff50b,APPROVED,2023-02-01T10:45:38.135000Z,2023-02-01T11:47:48.958000Z,2023-02-01T14:16:57.087000,2023-02-01T11:47:49.352346Z,3731,CJ8EQCN9,355,"English, Italian",Yes,20,Male,White,Italy,Italy,Italy,Italian,Yes,Other
63da7de96a0fcb66ce0c5c5e,60317fc2c8f6320ecde4bcb3,APPROVED,2023-02-01T14:57:45.191000Z,2023-02-01T16:41:17.042000Z,2023-02-01T16:57:36.746000,2023-02-01T16:41:18.850353Z,6212,CJ8EQCN9,406,"English, Italian",Yes,29,Female,White,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
63da7ec6d3032fd176c997d9,5f5c0a54a38ae61d4c3b5b4c,APPROVED,2023-02-01T15:01:26.334000Z,2023-02-01T16:37:07.862000Z,2023-02-01T17:05:29.328000,2023-02-01T16:37:08.289884Z,5742,CJ8EQCN9,244,"English, Portuguese",Yes,20,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
